Name,Date of birth,Date of death,Remarks,ASA Botanist ID,GUID,Variant name,Author name,B & P Author Abbrev.,Standard/Label Name,Full Name,Geography Collector,Specialty Author,Citation as Author,Citation as Collector,Member of teams/groups,Holdings,Collections in,Collector Teams:,URL,Geography Author,Specialty Collector,Author in,Author Teams:,Start Date,End Date,First date collected,Geography Determiner,Specialty Determiner,First date flourished,Last date collected,Citation as Determiner,Last date flourished,Specialty,Vernacular name,First date received
"Maas, Paulus Johannes Maria",1939,,"[author note: Neotropical Annonaceae] [collector note: Neotrop. Burmanniaceae, Cannaceae, Gentianaceae & Zingiberaceae; col. Costa Rica, 1974: F, U (orig.); Jamaica & Trinidad, 1965: U (10 & 47, orig.); W. Surinam, 1965: BBS, GH, IJ, MICH, NY, U (orig.), US; Venezuela, 1980: U, VEN]",103410 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/58c95c84-8152-4d40-8305-6dc0ccebe598,"Maas, P. J. M.; Maas, P. J. M. et alia; Maas, Paulus J. M.; Paulus Johannes Maria Maas",Maas,Maas,P. J. M. Maas,"Maas, Paulus Johannes Maria","Costa Rica, Jamaica, Netherlands, Suriname, Trinidad and Tobago, Venezuela",Spermatophytes,"Authors of Plant Names, 1992; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY","Index Herbariorum - Collectors M; Smithsonian Contributions to Botany. Washington, DC",,Search for specimens collected by P. J. M. Maas,"[no date] (1),  1974 (7)","S. A. Mori, C. Gracie, T. B. Croat, H. Maas, P. J. M. Maas, T. D. Pennington & D. Reed  P. J. M. Maas, H. Maas, A. M. W. Mennega, J. Koerk & J.-J. Granville  G. T. Prance, P. J. M. Maas, D. B. Woolcott, O. P. Monteiro & J. F. Ramos  P. J. M. Maas & J. Cramer  L. W. Chatrou, P. J. M. Maas, H. Rainer & M. Aguilar R.  P. J. M. Maas, T. C. Plowman & E. Escobar  P. J. M. Maas et al.  P. J. M. Maas & R. L. Dressler  P. J. M. Maas, W. C. Steward & J. F. Ramos  D. C. Daly, P. J. M. Maas, C. F. Sa & R. P. Lima  P. J. M. Maas & P. A. Florschütz  P. J. M. Maas & E. Escobar  H. Kennedy, P. J. M. Maas & R. L. Dressler  P. J. M. Maas & R. Boyan  P. J. M. Maas, R. L. Dressler & H. Kennedy  P. A. Florschutz & P. J. M. Maas  P. J. M. Maas, H. Maas, A. M. W. Mennega, J. Koerk & P. Teunissen  P. J. M. Maas, C. C. Berg & R. L. Dressler  P. J. M. Maas & L. D. Gomez  P. J. M. Maas, R. Jaramillo M. & T. C. Plowman  P. J. M. Maas, H. Maas & R. Boyan  C. C. Berg, P. J. M. Maas, B. J. H. Welle & R. Jaramillo M.  P. J. M. Maas, L. W. Chatrou, C. P. Repetur & J. L. Clark  G. T. Prance, P. J. M. Maas, A. A. Atchley, W. C. Steward, D. B. Woolcott, D. F. Coelho, O. P. Monteiro, W. S. Pinheiro & J. F. Ramos  G. T. Prance, P. J. M. Maas, K. Kubitzki, W. C. Steward, J. F. Ramos, W. S. Pinheiro & J. F. Lima  P. J. M. Maas, K. Kubitzki, W. C. Steward, J. F. Ramos, W. S. Pinheiro & J. F. Lima  P. J. M. Maas & B. McAlpin  L. W. Chatrou, P. J. M. Maas, M. Aguilar R. & L. Willches  P. J. M. Maas, H. Maas & P. Teunisson  P. J. M. Maas & G. T. Prance  P. J. M. Maas, Cobb & Grothe  P. J. M. Maas, H. Maas-van de Kamer, B. E. Hammel & M. M. Chavarria  P. J. M. Maas & G. Agostini  D. C. Daly, P. J. M. Maas & J. F. Ramos  P. J. M. Maas & H. Maas  S. A. Mori, P. J. M. Maas & H. Maas  P. J. M. Maas & T. C. Plowman  P. J. M. Maas & V. Badillo  H. Maas & Maas  Struwe, Maas & V. A. Albert  Henry León & P. J. M. Maas  Maas & Westra  Benthem & Maas  Maas & Stoel  Persoon & Maas  Ruyters & Maas  Maas & Westra  P. J. M. Maas & J. v. Setten  A. K. van Setten & P. J. M. Maas  S. Arias Guerrero & P. J. M. Maas  G. T. Prance, P. J. M. Maas, D. B. Woolcott, D. F. Coêlho, O. P. Monteiro & J. F. Ramos  P. J. M. Maas & R. W. Lent  P. J. M. Maas, D. W. Stevenson, C. Farney, J. F. Ramos & R. P. Lima  P. J. M. Maas, J. Koek-Noorman, H. Lall, B. J. H. ter Welle & L. Y. Th. Westra  P. J. M. Maas, H. Maas & L. A. Mattos Silva  P. J. Maas, H. Maas, A. M. W. Mennega & J. Koek-Noorman  D. C. Daly, P. J. M. Maas, D. W. Stevenson & J. F. Ramos  P. J. M. Maas & A. K. van Setten  G. T. Prance, L. F. Coelho, P. J. M. Maas & W. S. Pinheiro",http://en.wikipedia.org/wiki/Paulus_Johannes_Maria_Maas,Netherlands,Phanerogams,,"H. Maas & Maas  Struwe, Maas & V. A. Albert  H.León & Maas  Maas & Westra  Benthem & Maas  Maas & Stoel  Persoon & Maas  Ruyters & Maas  Maas & Westra  Setten & Maas  Erkens & Maas  Maas & Setten",,,,,,,,,,,,
"Marshall, Reginald Charles",1893,,"[author note: Herbarium and types: K, NY, TRIN] [collector note: K, NY, TRIN]",144603 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9703d930-d59f-4df4-aded-a873aa9e4df8,Captain Reginald Charles Marshall; Reginald Charles Marshall,R. C. Marshall,R. C. Marshall,R. C. Marshall,"Marshall, Reginald Charles",Trinidad and Tobago,Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors M,,,,,,Trinidad and Tobago,,,,,,,,,,,,,,,
"McClellan, Tracy",,,,179155 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5db5fa07-0352-4b09-8d25-cad99c88d6e4,Tracy McClellan,T. McClellan,T. McClellan,T. McClellan,"McClellan, Tracy",,Spermatophytes,"Brittonia; a Series of Botanical Papers. New York, NY",,,,,,,Trinidad and Tobago,,,,,,,,,1990,,,1999,,,
"Mendelson, Walter",,,,187757 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6a7a094e-3097-4856-a534-c185ecd9cc92,"Walter Mendelson; Mendelson, W.",,,W. Mendelson,"Mendelson, Walter",Trinidad and Tobago,,,,,,,"N. L. Britton, T. E. Hazen and Walter Mendelson  Britton, N. L. & Mendelson, Walter  N. L. Britton & W. Mendelson",,,Spermatophytes,,,,,1920,,,,,,,,,
"Murray, Nancy A.",1953,,"[author note: Ohio Wesleyan University; Annonaceae; Herb.: AGUAT, CHAP, DSM, MICH, NY, OWU] [collector note: AGUAT, CHAP, DSM, MICH, NY, OWU]",132844 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/67bc2e53-6a84-4ad1-b1e3-e8f567ee944e,Nancy A. Murray,N. A. Murray,N. A. Murray,N. A. Murray,"Murray, Nancy A.","Brazil, Costa Rica, Cuba, Guatemala, Mexico, Panama, Peru, Tanzania, Trinidad and Tobago, Venezuela",Spermatophytes,Annals of the Missouri Botanical Garden; pers. comm.,pers. comm.,,,,D. M. Johnson & N. A. Murray,,United States of America,Phanerogams,,D. M. Johnson & N. A. Murray,,,,,,,,,,,,
"Pendry, Colin Alistair",,,"[author note: E; Polygalaceae (SE Asia), Polygonaceae (Neotropics), Trop. Rain Forest Ecology, Trop. Dry Forest Biogeography, Editor of Flora of Nepal [collector note: AAU, BKF, BM, E, K, KATH, L, LPB, MEXU, TCD, TI, TUCH]",146647 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/73094d64-4269-488e-9722-deab5a3e1fd9,Colin Alistair Pendry,Pendry,Pendry,C. A. Pendry,"Pendry, Colin Alistair","Bolivia, Brunei, Dominica, Mexico, Thailand, Trinidad and Tobago",Spermatophytes,Novon 9(4): 545. 1999; Research and Collection data from Colin Pendry,,,,,"G. C. G. Argent, C. A. Pendry, D. Mitchell  G. C. G. Argent & C. A. Pendry  G. C. G. Argent, A. S. Kamariah, C. A. Pendry & D. Mitchell",,Ireland,Phanerogams,,,1964,,,,,,,,,,,
"Prestoe, Henry",1842,1923,"[author note: Herbarium and types: TRIN; additional material at K, US] [collector note: col. Trinidad ca. 1879]",103693 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/bb926f49-d644-40ac-ac80-952231d7d55b,Henry Prestoe,Prestoe,Prestoe,H. Prestoe,"Prestoe, Henry",Trinidad and Tobago,Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors N-R,,Search for specimens collected by H. Prestoe,"1879 (1),  1965 (1)",,,Trinidad and Tobago,,,,,,,,,,,,,,,
"Purdie, William",1817,1857,"[author note: Herbarium and types: important sets at CGE, E, K; additional material at B, COLU, FI, GH, GOET, L, MEDEL, NY, P, TCD, U, US, W] [collector note: col. 1843-1857; K, W]",119019 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a489f991-d97d-4546-975e-094786869b94,William Purdie,Purdie,Purdie,W. Purdie,"Purdie, William","Colombia, Guatemala, Jamaica, Panama, Sierra Leone, Trinidad and Tobago",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors N-R,,Search for specimens collected by W. Purdie,"[no date] (56),  1826 (1),  1834 (1),  1844 (6),  1845 (4),  1846 (3),  1894 (1),  1897 (1),  1984 (1)",,,,Bryophytes; Lichens; Phanerogams,,,,,,,,,,,,,,
"Richardson, W. D.",,,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/953704d2-cdfc-4ebd-87e6-648263723d38,,,,W. D. Richardson,"Richardson, W. D.",Trinidad and Tobago,,,,,Search for specimens collected by W. D. Richardson,"1959 (1),  1961 (1)",,,,Spermatophytes,,,1959,,,,,,,,,,,
"Simmonds, Norman Willison",1922,2002,"[collector note: DPU, K (types), MO (col. 1948-49), NMW, TRIN.] Example of Name Published: Monstera irritans N.W.Simmonds, Kew Bull. 5(3): 398 (1951)",119756 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/582ab93d-c7ca-47ec-950d-95f55b6d2259,Norman Willison Simmonds,N. W. Simmonds,N.W.Simmonds,N. W. Simmonds,"Simmonds, Norman Willison",Trinidad and Tobago,Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Death year in: Global plants, Jstor (via Boris Heuer)",Index Herbariorum - Collectors S,,Search for specimens collected by N. W. Simmonds,"1944 (1),  1945 (6),  1947 (2),  1948 (2),  1949 (6),  1956 (4)",J. S. Womersley & N. W. Simmonds  R. S. Cowan & N. W. Simmonds,,,,,,,,,,,,,,,,,
"Skovsted, Aage Thorsen",1903,1983,"[author note: Herbarium and types: C; Gossypium hybrids at K] [collector note: Trinidad (col. ± 1930-36): C, G, K.]",111955 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/89572af7-506c-4282-9799-744a8bbdb491,Aage Thorsen Skovsted,Skovsted,Skovst.,A. T. Skovsted,"Skovsted, Aage Thorsen",Trinidad and Tobago,Fungi and Lichens; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors S,,,,,,"Denmark, Trinidad and Tobago",,,,,,,,,,,,,,,
"van Steenis, Cornelis Gijsbert Gerrit Jan",1901,1986,"[author note: Herbarium and types: BO, L, U; additional material at A, FH, NY. Flora Malesiana] [collector note: Collections: A, BO, FH, L]",132718 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f44f4c35-da5b-4115-aac6-40f2f77b6b61,Cornelis Gijsbert Gerrit Jan van Steenis,Steenis,Steenis,C. G. G. J. van Steenis,"van Steenis, Cornelis Gijsbert Gerrit Jan","Australia (Country), Canada, Canary Islands, Greenland, India, Indonesia, Japan, Trinidad and Tobago",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors T-Z; Index Herbariorum - Collectors S,,Search for specimens collected by C. G. G. J. van Steenis,"[no date] (81),  1923 (1),  1924 (2),  1928 (2),  1929 (1),  1930 (3),  1931 (1),  1932 (2),  1933 (8),  1934 (98),  1935 (79),  1936 (103),  1937 (332),  1938 (118),  1939 (10),  1940 (44),  1941 (45),  1946 (1),  1950 (4),  1953 (23),  1954 (15),  1957 (1),  1960 (1),  1966 (2)",P. van Royen & C. G. G. J. van Steenis  B. Hyland & Steenis  Steenis & J. Kerner  Steenis & Kükenthal  Steenis & Erdtman  J. J. Smith & Steenis  P. W. Leenhouts & C. G. G. J. van Steenis  C. G. G. J. van Steenis & H. C. D. de Wit  G. Kükenthal & C. G. G. J. van Steenis  R. C. Bakhuizen van den Brink & C. G. G. J. van Steenis,,"Indonesia, Netherlands",Phanerogams,"Fl. Males., Ser. 1, Spermat.; Fl. Males., Ser. 2, Pterid.",P. Royen & Steenis  B. Hyland & Steenis  Steenis & J. Kerner  Steenis & Kükenthal  Steenis & Erdtman  J. J. Sm. & Steenis  Leenhouts & Steenis  Steenis & de Wit  G. Kükenthal & C. G. G. J. van Steenis  Bakh. f. & Steenis,,,,,,,,,,,,
"Vesey-Fitzgerald, Leslie Desmond Edward Foster",1909,1974,"[collector note: Tanzania (1948-1968): over 5000 nos. (add BM, BR, NU [Cyperaceae], SRGH, WAG) (fide Polhill & Polhill, East African Plant Collectors, 2015); Arabia: BM (671 Ph. & 7 Crypt., col. 1944-46; 367 Ph. & Crypt. from Dhufar (Oman), col. 1943 & 259 Ph. from E. Saudi Arabia, col. 1947); Trinidad: BM (r. 1935); Zambia: BM (r. 1957), col. 1963-64), FHO, SRGH.]",121408 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b5928ac3-19c1-4d80-84ea-3e85a3d1e607,Leslie Desmond Edward Foster Vesey-Fitzgerald,,,L. D. E. F. Vesey-Fitzgerald,"Vesey-Fitzgerald, Leslie Desmond Edward Foster","Tanzania, Trinidad and Tobago, Zambia",,,Index Herbariorum - Collectors T-Z; Dates & Tanzania collections data from: Laurence Dorr (US),,Search for specimens collected by L. D. E. F. Vesey-Fitzgerald,"1958 (1),  1961 (1)",J. B. Phipps & L. D. E. F. Vesey-Fitzgerald,,,Spermatophytes,,,,,,,,,,,,,,
"Walker, Trevor George",1927,,"[author note: Trop. Ferns; NCE] [collector note: British Isles: e.g. NCE (Pter.); Jamaica (1958, 1962, 1963): BM, IJ; E. New Guinea & New Britain (1964-65): BM, NCE.; Trinidad: TRIN]",106688 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/52b07044-87f8-4042-adce-052360080d5f,"Trevor George Walker; Walker, T. G.",T. G. Walker,T. G. Walker,T. G. Walker,"Walker, Trevor George","Jamaica, Trinidad and Tobago",Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew",Index Herbariorum - Collectors T-Z,,Search for specimens collected by T. G. Walker,"1964 (7),  1965 (13),  1969 (2),  1970 (1),  1978 (2)",A. C. Jermy & T. G. Walker  Jermy & T. G. Walker  T. G. Walker & M. J. S. Sands,,,Pteridophytes,,Jermy & T. G. Walker,,,,,,,,,,,,
"Wasshausen, Dieter Carl",1938,,"Eponymy: Aphelandra wasshausenii Profice, Acta Bot. Bras. 19(4): 770. 2005. [author note: Herbarium and types: US; additional material at G, K, MO, NY, USM. Acanthaceae, Begoniaceae] [collector note: G, K, MO, NY, US (orig.), USM]",123775 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/59bbca95-f889-4ac4-9008-b91aa9e4e37c,Dieter Carl Wasshausen,Wasshausen,Wassh.,D. C. Wasshausen,"Wasshausen, Dieter Carl","Argentina, Australia (Country), Bahamas, Bolivia, Brazil, Dominica, French Guiana, Madagascar, Peru, Trinidad and Tobago, United States of America",Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY","Index Herbariorum, ed. 8, p. 460; Plant Press 5(4): 1, 10. 2002",,,,"J. R. I. Wood & D. C. Wasshausen  H. S. Irwin, H. Maxwell & D. C. Wasshausen  D. C. Wasshausen & A. Salas  D. S. Correll & D. C. Wasshausen  D. C. Wasshausen & F. Encarnación  C. Ezcurra & Wasshausen  L. B. Smith & Wasshausen  T. F. Daniel & Wasshausen  Wasshausen & Austin  D. C. Wasshausen & J. R. I. Wood  N. Ritter, J. R. I. Wood, R. K. Brummit & D. C. Wasshausen  D. C. Wasshausen & E. S. Ayensu",,United States of America,Phanerogams,,C. Ezcurra & Wasshausen  L. B. Smith & Wasshausen  T. F. Daniel & Wasshausen  Wasshausen & Austin  Wasshausen & J. R. I. Wood,,,,,,,,,,,,
"Williams, Robert Orchard",1891,1967,"[author note: Herbarium and types: TRIN; additional material at A, GH, K, NY, POM] [Collector note: Malaysia: A, S]",100970 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/846b9c44-75df-4f04-acbb-bf028881bf6e,Robert Orchard Williams,R. O. Williams,R. O. Williams,R. O. Williams,"Williams, Robert Orchard",Malaysia,Spermatophytes,Authors of Plant Names. 1992: Mem. Dept. Agric. Trinidad & Tobago 4: 1928; Taxonomic Literature. Second Edition. Utrecht,Specimen (A): Syzygium incarnatum,,Search for specimens collected by R. O. Williams,"[no date] (1),  1917 (1),  1925 (3),  1927 (1),  1963 (3)",R. O. Williams & W. G. Freeman  W. G. Freeman & R. O. Williams  R. O. Williams & Summerhayes  Sprague & R. O. Williams,,Trinidad and Tobago,Spermatophytes,Fl. Trinidad & Tobago,R. O. Williams & Summerhayes  Sprague & R. O. Williams,,,,,,,,,,,,
"Wong, Wesley",,,"[collector note: Blanchisseuse, Trinidad, 1967; ECON]",,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6dcb69a0-8dee-4d19-b416-bb6cfc4ece7e,"Wesley Wong; Wong, W.",,,W. Wong bis,"Wong, Wesley",Trinidad and Tobago,,,specimen (ECON) Rauvolfia ligustrina,,Search for specimens collected by W. Wong bis,1967 (1),,,,Spermatophytes,,,,,1967,,,,,,,,,
"Wood, David",1939,,,171703 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ce0d79b8-6a89-4efe-8ea1-072da31af1d9,David Wood,D. Wood,D. Wood,D. Wood,"Wood, David",,Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Sixth Edition. Utrecht",,,Search for specimens collected by D. Wood,2021 (1),,,Trinidad and Tobago,,,,,,,,,,,,,,,
Alex E. Wilcox,,,AMES specimen collected from Bahams,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/06ba5a91-100c-4634-b622-8607b6c269d5,,,,Alex E. Wilcox,,Bahamas,,,,,Search for specimens collected by Alex E. Wilcox,1905 (1),,,,Spermatophytes,,,,,,,,,,,,,,
"Areces, A. E.",,,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5dbde6f8-ce6f-4fea-af08-2dede2acbe13,,,,A. E. Areces,"Areces, A. E.",,,,,,,,,,,,,,1974,,,Bahamas,Spermatophytes,,,,,,,
"Bailey, Liberty Hyde",1858,1954,"[author note: Herbarium and types: BH; additional material at B, BM, BUF, C, CU, F, FLA, HH, IAC, ILL, K, L, LCU, MICH, MIN, MSC, NH, NY, OKLA, PH, TEX, US] [collector note: A, BH, BM, BUF, C, CU (orig.), F, GH, IAC, ILL, K, L, LCU, MIN, MSC, NH, NY, P, PH, US]",100677 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/86267c52-ba02-42e8-87ea-9d58d970488e,"Bailey, L. H.; Liberty Hyde Bailey; Liberty Hyde Bailey, Jr.; L. H. Bailey, Jr.",L. H. Bailey,L. H. Bailey,L. H. Bailey,"Bailey, Liberty Hyde","Bahamas, China, Colombia, Cuba, Haiti, Jamaica, United States of America, Venezuela",Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxon. Lit., ed. 2 (TL2), Suppl. 1",Index Herbariorum - Collectors A-D,,Search for specimens collected by L. H. Bailey,"[no date] (1),  1879 (1),  1880 (12),  1882 (7),  1883 (22),  1884 (10),  1885 (16),  1886 (47),  1887 (8),  1888 (21),  1890 (1),  1891 (3),  1893 (2),  1895 (1),  1897 (1),  1898 (1),  1910 (1),  1915 (1),  1917 (25),  1922 (3),  1925 (2),  1927 (1),  1929 (3),  1930 (1),  1931 (1),  1932 (2),  1935 (2),  1936 (3),  1937 (5),  1941 (1),  1942 (1),  1945 (11),  1946 (1)","N. L. Britton, W. G. Freeman & L. H. Bailey  J. C. Arthur, E. W. D. Holway & L. H. Bailey  L. H. Bailey & E. Z. Bailey  E. M. East, C. T. Brues & L. H. Bailey  Geo. G. Kennedy & L. H. Bailey  C. A. Weatherby & L. H. Bailey  J. C. Arthur, L. H. Bailey & E. W. D. Holway",http://en.wikipedia.org/wiki/Liberty_Hyde_Bailey,United States of America,Phanerogams,"Stand. Cycl. Hort.; Cycl. Amer. Hort. [L.H.Bailey]; Cycl. Amer. Hort., ed. 2 [L.H.Bailey]; Cycl. Amer. Hort., ed. 3 [L.H.Bailey]; Cycl. Amer. Hort., ed. 4 [L.H.Bailey]; Hortus Second; Prelim. Syn. N. Amer. Carices; Man. Cult. Pl.; Cult. Conif. N. Amer.; Cat. N. Amer. Carices; Cat. N. Amer. Carices Suppl.; Sketch Evol. Fruits; Sketch Evol. Fruits, Ed. 2; Hortus [Bailey]; N. Amer. Carices [Exsicc.]",,,,,,,,,,,,,
"Britton, Elizabeth Gertrude",1858,1934,"[author note: Herbarium and types: NY; additional material at B, DBN, F, FH, K, LE, MICH, MO, PC, US. Wife of N. L. Britton] [collector note: F, GH, K, LE, MICH, MO, NY, PC, US]",101082 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/89baddd4-c900-4c9d-97ae-0774f7927ed5,"Britton, Elizabeth Gertrude, Mrs.; Elizabeth Gertrude Britton; née Knight",E. Britton,E. Britton,E. G. Britton,"Britton, Elizabeth Gertrude","Bahamas, Barbados, Jamaica, Trinidad and Tobago, United States of America",Bryophytes; Pteridophytes; Spermatophytes,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht; Taxon. Lit., ed. 2 (TL2)/S",Index Herbariorum - Collectors A-D,,Search for specimens collected by E. G. Britton,"[no date] (21),  1864 (1),  1866 (1),  1881 (1),  1883 (1),  1885 (4),  1886 (1),  1887 (4),  1888 (4),  1889 (6),  1890 (1),  1892 (7),  1893 (10),  1894 (7),  1896 (9),  1897 (46),  1898 (32),  1899 (2),  1900 (26),  1901 (72),  1902 (1),  1904 (5),  1905 (33),  1906 (4),  1907 (1),  1908 (6),  1910 (1),  1912 (9),  1913 (3),  1914 (1),  1915 (1),  1919 (1),  1921 (5),  1922 (3),  1987 (1)","E. G. Britton & D. W. Marble  N. L. Britton, E. G. Britton & M. S. Brown  N. L. Britton, E. G. Britton & J. F. Kemp  E. G. Britton, M. A. Howe & J. A. Shafer  N. L. Britton, E. G. Britton & P. Wilson  N. L. Britton, E. G. Britton & C. S. Gager  N. L. Britton, E. G. Britton & J. F. Cowell  N. L. Britton & E. G. Britton  S. Brown, N. L. Britton & E. G. Britton, et al.  E. Britton & E. B. Bartram  N. L. Britton, E. G. Britton & T. E. Hazen-1  E. G. Britton & D. Coker  N. L. Britton, E. G. Britton, F. S. Earle & C. S. Gager  N. L. Britton, E. G. Britton & T. E. Hazen  N. L. Britton, E. G. Britton & F. W. Horne  N. L. Britton, E. G. Britton & F. S. Earle  N. L. Britton, E. G. Britton & P. Wilson  N. L. Britton, E. G. Britton & J. A. Shafer  N. L. Britton, E. G. Britton & M. Timmerman  A. M. Vail & E. G. Britton  G. G. Kennedy, E. G. Britton & J. F. Collins  E. G. Britton, G. G. Kennedy & J. F. Collins  E. G. Britton & A. M. Small  E. G. Britton & N. L. Britton  A. M. Small & E. G. Britton  E. G. Britton & A. M. Vail  N. L. Britton, E. G. Britton & W. G. Freeman  E. G. Britton, D. Coker & W. R. Rowland  N. L. Britton, E. G. Britton & D. W. Marble  J. K. Small, N. L. Britton, E. G. Britton & J. B. DeWinkeler  N. L. Britton, E. G. Britton & A. M. Vail  A. Brown, T. Hogg, A. M. Vail, M. Timmerman, N. L. Britton and E. G. Britton",,"Bahamas, United States of America",Bryophytes; Lichens; Phanerogams; Pteridophytes,Musci Leiberg.; Mosses Kootnai,E. Britton & E. B. Bartram,,,,,,,,,,,,
