Name,First date flourished,Remarks,ASA Botanist ID,GUID,Variant name,Author name,B & P Author Abbrev.,Standard/Label Name,Full Name,Geography Author,Geography Collector,Specialty Author,Specialty Collector,Citation as Author,Citation as Collector,Member of teams/groups,Collector Teams:,Author Teams:,Date of birth,Date of death,Author in,Holdings,Collections in,First date collected,Start Date,URL,Last date flourished,Last date collected,Citation as Determiner,End Date,Geography Determiner,Specialty Determiner
"Hinds, Richard Brinsley",,"[author note: Surgeon/naturalist on HMS Sulphur. Herbarium and types: BM; additional material at CGE, K, LE, W] [collector note: on voyage of HMS Sulphur (1836-1842; E. & W.S. America, C. America, Sandwich Is., Sitka, Cocos Is., Marquesas, Tahiti, Tidji, New Hebrides, Bismarck Arch., Moluccas, Cape, St. Helena, Ascension); BM (orig.), CGE, K, LE, W]",133169 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0f0aa683-f077-452d-81b4-76493220c55a,Richard Brinsley Hinds,Hinds,Hinds,R. B. Hinds,"Hinds, Richard Brinsley","Australia (Country), United Kingdom","Colombia, Panama, Peru, Seychelles, Singapore, Sri Lanka, United States of America",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht; Death year from David Hollombe",Index Herbariorum - Collectors E-H; TL2,,G. W. Barclay & R. B. Hinds,,,,,Search for specimens collected by R. B. Hinds,"[no date] (5),  1841 (1)",,1812,,,,,1846,,
"Hitchcock, Albert Spear",,"[author note: Herbarium and types: US (grass herb.), older collection partly at MO and NY; duplicates in many herbaria. Exsiccatae 'American Grasses' at BM, C, K, L, P, US, W] [collector note: BM, C, F, GH, IAN, K, L, MO, NY, P, US (grass herb.), W. Older collections partly at MO, NY; collected fungi with B. D. Halsted in 1887: Iowa: FH]",100744 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/83c6d552-a738-4221-a071-f6bcce80ef15,Albert Spear Hitchcock; né Jennings,Hitchcock,Hitchc.,A. S. Hitchcock,"Hitchcock, Albert Spear",United States of America,"Ecuador, Guatemala, Guyana, Nicaragua, Panama, Peru, Trinidad and Tobago, United States of America",Pteridophytes; Spermatophytes,Phanerogams; Fungi,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors E-H,,A. S. Hitchcock & A. Chase  R. S. Kellogg & A. S. Hitchcock  A. Chase & A. S. Hitchcock  A. S. Hitchcock & M. A. Chase  Hitchcock & Ekman  B. D. Halsted & A. S. Hitchcock,Hitchcock & Chase  Hitchcock & Ekman  Hitchc. & Maguire,1865,1935,Meth. Syst. Bot.; Man. Grasses U.S.; Man. Grasses U.S. (ed. 2); Key Spring Fl. Manhattan; Man. Grasses W. Ind.; Grasses C. Amer.; Gen. Grasses U.S.; Text-book Grasses; Key Manhattan Pl.; Cat. Antoph. Ames,Search for specimens collected by A. S. Hitchcock,"[no date] (10),  1876 (1),  1886 (1),  1887 (2),  1888 (2),  1889 (7),  1890 (2),  1891 (1),  1892 (2),  1893 (1),  1894 (1),  1895 (168),  1896 (138),  1897 (78),  1898 (1),  1900 (98),  1901 (5),  1902 (3),  1903 (3),  1904 (1),  1905 (13),  1906 (4),  1908 (3),  1910 (12),  1911 (1),  1912 (5),  1913 (27),  1914 (5),  1915 (35),  1916 (4),  1917 (50),  1919 (71),  1920 (52),  1922 (1),  1923 (194),  1924 (1),  1976 (1),  1982 (1),  2015 (1)",,,,,,,,,
"Hoyos-Gómez, Saúl Ernesto",2017,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cfcf64d4-048f-419b-85c8-03d5d54cf830,"Hoyos-Gómez, S. E.; Saúl Ernesto Hoyos-Gómez",S. E. Hoyos-Gómez,,S. E. Hoyos-Gómez,"Hoyos-Gómez, Saúl Ernesto",,,Spermatophytes,,Example of name published: Rinorea callejasii Hoyos-Gómez PhytoKeys,,,,,,,,,,,,,,,,,Panama,
"Johnson, David Mark",,"[author note: OWU: Marsileaceae, Annonaceae, floristics; HERB.; BKF, DSM, HXC, MICH, NY, OWU] [collector note: BKF, DSM, HXC, MICH, NY, OWU]",143619 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0e009bc9-feac-4313-b868-ba7603886bd3,David Mark Johnson,D. M. Johnson,D. M. Johnson,D. M. Johnson,"Johnson, David Mark",United States of America,"Argentina, Brazil, Costa Rica, Cuba, Guatemala, Mexico, Panama, Paraguay, Peru, Tanzania, Trinidad and Tobago, United States of America, Venezuela",Pteridophytes; Spermatophytes,Phanerogams,"Contributions from the University of Michigan Herbarium. Ann Arbor, MI; pers. comm.","Index Herbariorum, ed. 8; pers. comm.",,D. M. Johnson & N. A. Murray  T. Chaowasku & D. M. Johnson  D. M. Johnson & P. Chalermglin  J. Munzinger & D. M. Johnson,D. M. Johnson & N. A. Murray  Chaowasku & D. M. Johnson  D. M. Johnson & Chalermglin  I. M. Turner & D. M. Johnson  Munzinger & David Mark Johnson,1955,,,Search for specimens collected by D. M. Johnson,1982 (1),,,,,,,,,
Juan Diaz,,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/de4bff6c-9c12-44fe-8aa0-7e87977d3e11,,,,Juan Diaz,,,Panama,,Spermatophytes,,,,,,,,,,,,,,,1924,,,,
"Keenan, Marvin",,[collector note: Panama 1966; collected with E. Tyson],,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d7190acf-ed2b-42b9-bb01-ff5a37e634b5,"Keenan, M.",,,M. Keenan,"Keenan, Marvin",,Panama,,Spermatophytes,,specimen (GH) Aspidosperma desmanthum,,E. L. Tyson & M. Keenan,,,,,,,1966,,,,,,,,
"Kennedy, Alva",,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fa896aa4-9c3c-4f22-a7f1-5d16632ac103,"Kennedy, A.; Alva Kennedy",,,A. Kennedy,"Kennedy, Alva",,Panama,,Spermatophytes,,,,"H. Kennedy, A. Kennedy & E. Kennedy",,,,,,,,1973,,,,,,,
"Kennedy, Elmer",,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/45483d25-1af0-4276-886c-4b4e9a34351e,"Elmer Kennedy; Kennedy, E.",,,E. Kennedy,"Kennedy, Elmer",,Panama,,Spermatophytes,,,,"H. Kennedy, A. Kennedy & E. Kennedy",,,,,,,,1973,,,,,,,
"Kennedy, Helen",,"[author note: Research: Neotropical Marantaceae, Calathea; UBC [this name formerly incorrectly cited as Helen A. Kennedy; Kennedy provided a portion of the data]] [collector note: MO, UBC, WIN]",115747 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b18372c5-d84c-44c4-a6a3-b561c17d8183,"Helen Kennedy; Kennedy, H.",H. Kennedy,H. Kenn.,H. Kennedy,"Kennedy, Helen","Canada, Colombia, United States of America","Canada, Panama",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew","Index Herbariorum, ed. 7; Annals of the Missouri Botanical Garden",,"M. T. Madison, T. C. Plowman, H. Kennedy & E. Besse  R. B. Foster & H. Kennedy  H. Kennedy, R. Andrews & R. L. Dressler  H. Kennedy & T. C. Plowman  M. T. Madison, E. Besse, H. Kennedy & T. C. Plowman  T. C. Plowman & H. Kennedy  M. T. Madison, H. Kennedy, O. P. Monteiro & P. I. S. Braga  H. Kennedy, P. J. M. Maas & R. L. Dressler  H. Kennedy, B. E. Hammel & J. C. Solomon  P. J. M. Maas, R. L. Dressler & H. Kennedy  J. L. Luteyn & H. Kennedy  H. Kennedy, E. Beese & R. F. Baker  H. Kennedy & R. L. Dressler  H. Kennedy & S. Gra  H. Kennedy, C. von Chong & J. Steiner  H. Kennedy & B. E. Hammel  T. C. Plowman, T. Lockwood, H. Kennedy & R. E. Schultes  H. Kennedy & F. Seifert  H. Kennedy, R. L. Dressler & H. Wiehler  H. Kennedy & R. Andrews  M. T. Madison, P. I. S. Braga, & H. Kennedy  H. Kennedy & R. B. Foster  H. Kennedy & M. de F. G. de Souza  T. C. Plowman, W. J. E. Kress & H. Kennedy  T. C. Plowman & H. Kennedy  Helen Kennedy & J. Steiner  T. C. Plowan, H. Kennedy & J. M. Idrobo  T. Plowman & H. Kennedy  H. Kennedy & C. Horvitz  H. Kennedy, A. Kennedy & E. Kennedy  H. Kennedy, A. Mahler & B. Taunnembaum  H. Kennedy, D. Sucre B. & P. I. S. Braga  H. Kennedy, R. Andrews, D. Sucre B., T. Soderstom, R. L. Dressler & P. I. S. Braga  H. Kennedy & J. Steiner  C. Horvitz, H. Kennedy & L. Trejo  M. T. Madison & H. Kennedy  W. Teraoka, H. Kennedy & P. A. Cox  W. Teraoka & H. Kennedy  H. Kennedy & W. Teraoka","Plowman, W. J. Kress & H. Kennedy  H. Kennedy & J. Steiner",1944,,,Search for specimens collected by H. Kennedy,"1900 (3),  1902 (1),  1904 (1),  1914 (1),  1918 (1),  1969 (3),  1971 (1),  1972 (6),  1973 (5),  1976 (2)",,,,,,,,,
"Kieswetter, Ernest M.",,[collector note: Panama Canal Zone],,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/23cd795b-5381-4a34-84cb-f4ff12eab11a,"Kieswetter, E. M.; Ernest M. Kieswetter",,,E. M. Kieswetter,"Kieswetter, Ernest M.",,Panama,,Spermatophytes,,specimen (AMES) Epidendrum anceps Jacquin,,,,1892,1973,,Search for specimens collected by E. M. Kieswetter,"[no date] (1),  1937 (1),  1938 (1)",,,,,,,,,
"Kirkbride, Joseph Harold, Jr.",,"[author note: Cucurbitaceae; BARC; Eponymy: Pitcairnia kirkbridei L. B. Smith & R. W. Read] [collector note: BARC, COL, F, GH, MO, NY, US]",102381 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/07ac3c6a-aa1a-4f9f-bda4-081973682998,"Joseph Harold Kirkbride, Jr.",J. H. Kirkbride,J. H. Kirkbr.,J. H. Kirkbride,"Kirkbride, Joseph Harold, Jr.",United States of America,"Brazil, Colombia, Panama, United States of America",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY","Index Herbariorum, ed. 8",,"J. H. Kirkbride, Jr. & Hayden  E. Forero & J. H. Kirkbride, Jr.  J. H. Kirkbride, Jr. & E. Lleras  J. H. Kirkbride, Jr. & E. Forero  W. R. Anderson, J. H. Kirkbride, Jr. & M. T. Stiber  W. R. Anderson, M. T. Stieber & J. H. Kirkbride, Jr.  J. H. Kirkbride, Jr. & J. A. Duke  J. H. Kirkbride & J. H. Wiersema  J. H. Kirkbride, S. Hayden & C. Kung  T. S. Elias & J. H. Kirkbride  J. D. Dwyer, S. M. Hayden & J. H. Kirkbride  P. G. Delprete & J. H. Kirkbride",J. H. Kirkbride & Wiersema  Delprete & J. H. Kirkbr.,1943,,Biosyst. Monogr. Gen. Cucumis,Search for specimens collected by J. H. Kirkbride,1967 (1),,,,,,,,,
"Knapp, Sandra Diane",,"Eponymy: Passiflora sandrae J. M. MacDougal, Novon 16(1): 85 (-88; figs. 1-2). 2006. [author note: Herbarium and types: BH. Solanaceae [Knapp provided a portion of the data on 9 Dec 1999]] [collector note: IBE, MO]",144796 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fbb65596-0611-4406-b510-bf45d45ec6e2,"Knapp, Sandra Diane et alia; Sandra Diane Knapp; Sandy Knapp; Knapp, S. D.",S. Knapp,,S. D. Knapp,"Knapp, Sandra Diane",United States of America,"Ecuador, Panama, United States of America",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY","Index Herbariorum, ed. 8",,"S. D. Knapp & R. L. Dressler  B. E. Hammel, W. J. Kress, S. D. Knapp, J. Trainer & T. Will  S. D. Knapp & P. Alcorn  S. D. Knapp, J. Kress & B. E. Hammel  S. D. Knapp, J. Mallet & R. L. Dressler  S. D. Knapp & K. Sytsma  S. D. Knapp, R. B. Foster, J. Mallet & M. J. Huft  S. D. Knapp & R. Schmalzel  S. D. Knapp & J. Mallet  K. J. Sytsma & S. D. Knapp  D. N. Smith, W. Brack-Egg & S. D. Knapp  S. D. Knapp et al.  S. D. Knapp & J. Kress  S. D. Knapp, N. M. Holbrook & J. Putz  S. D. Knapp, J. Mallet & M. J. Huft  D. N. Smith, S. D. Knapp & J. Mallet  D. M. Spooner & S. D. Knapp  T. Särkinen & S. D. Knapp  J. L. Clark, M. Nee, L. A. Bohs & S. D. Knapp  S. D. Knapp & T. Särkinen  X. Aubriot & S. D. Knapp  Iris Peralta & S. D. Knapp","D. M. Spooner & S. Knapp  J. L. Clark, M. Nee, Bohs & S. Knapp  X. Aubriot & S. Knapp",1956,,,Search for specimens collected by S. D. Knapp,"1984 (1),  2005 (1),  2007 (6)",,,,,,,,,
"Kowal, Robert R.",,"[author note: Senecio] [collector note: LL, MO, WIS]",148881 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fa8f3de2-53ad-4631-b834-2cb81a75a1be,"Kowal, R. R.; Robert R. Kowal",R. R. Kowal,R. R. Kowal,R. R. Kowal,"Kowal, Robert R.",United States of America,"Mexico, Panama, United States of America",Spermatophytes,Phanerogams,brittonia 43: 109. 1990,"Index Herbariorum, ed. 8",,"S. A. Mori, J. A. Kallunki, T. S. Cochrane, B. A. Cochrane, B. F. Hansen, R. R. Kowal & M. Nee  T. S. Cochrane, Cochrane & R. R. Kowal",,1939,,,Search for specimens collected by R. R. Kowal,2002 (1),,,,,,,,,
"Kress, Walter John",,[author note: Herbairum and types: US. Heliconia] [collector note: US],104243 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b08934b8-d9ca-463e-9291-effd6735d3da,"John Kress; Kress, Walter John et alia; Walter John Kress",W. J. Kress,W. J. Kress,W. J. Kress,"Kress, Walter John",United States of America,"Panama, United States of America",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY","Index Herbariorum, ed. 8",,"B. E. Hammel, W. J. Kress, S. D. Knapp, J. Trainer & T. Will  W. J. Kress & B. Echeverry  W. J. Kress & L. L. Clarkson  J. M. MacDougal, J. C. Betancur, W. J. Kress & B. Echeverry  W. J. Kress & S. Knapp  W. J. Kress & Cooper-Smith  Harry E. Luther, E. Besse, J. S. Halton & W. J. Kress  W. J. Kress et al.  W. J. Kress, L. L. Clarkson & McDade  Harry E. Luther, W. J. Kress & C. Roesel  W. J. Kress & C. Stager  W. J. Kress & B. E. Hammel  W. J. Kress, C. S. Roesel, E. Foldats, Jr., E. Gutierrez G. & F. Hinrichs  B. E. Hammel & W. J. Kress  L. B. Smith & W. J. Kress  W. J. Kress & K. Larsen  T. C. Plowman, W. J. E. Kress & H. Kennedy  P. Goodell, D. Sorrenti & W. J. E. Kress  W. J. Kress & D. M. Ferguson  W. S. Judd & W. J. Kress  W. S. Judd, W. J. Kress & L. L. Clarkson  J. C. Betancur, W. J. Kress & B. Echeverry","L. B. Smith & W. J. Kress  W. J. Kress & K. Larsen  Plowman, W. J. Kress & H. Kennedy  W. J. Kress & V. Gowda",1951,,,Search for specimens collected by W. J. Kress,1980 (4),,,,,,,,,
L. Miller,,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/29177d61-d4e1-48b8-bddd-00e5381d551a,,"Milller, L.",,L. Miller,,,Panama,,Spermatophytes,,Specimen (GH) Cordia leslieae J. S. Mill. [barcode: 00359334],,J. S. Miller & L. Miller,"Miller, James Spencer & Miller, L.",,,,,,1983,,,,,,,,
"Lewis, Walter Hepworth",,"[author note: MO: ethnobotany, Portulacaceae] [collector note: British Columbia: GH, US; Mackenzie, NW Territories: C, DAO (1000); MO. Cytology, medical uses of plants, allergenic plants] Example of Name Published: Arcytophyllum laricifolium (Cav.) W.H.Lewis, Ann. Missouri Bot. Gard. 53: 110. 1966",150784 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cc7475af-9e37-4eaf-8c6a-9b6803aab1af,"Lewis, Walter Hepworth et alia; Walter Hepworth Lewis",W. H. Lewis,W.H.Lewis,W. Hepw. Lewis,"Lewis, Walter Hepworth","Canada, United States of America","Angola, Canada, Ethiopia, Kenya, Panama, South Africa, Tanzania, Uganda, United States of America, Zambia",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY; Death year from: Nancy Ruth Morin (Fl. N. Amer. Project)",Index Herbariorum - Collectors I-L,,"Walter H. Lewis et al.  W. Hepw. Lewis, M. Elwin-Lewis & M. C. Gnerre  W. Hepw. Lewis, B. MacBryde, R. L. Oliver & Ridgeway  W. Hepw. Lewis, M. Elwin-Lewis, C. E. Cerón, E. J. Kennelly & M. C. Gnerre  W. Hepw. Lewis & R. L. Dressler  Terrell & W. H. Lewis  W. Hepw. Lewis, J. D. Dwyer, T. S. Elias  W. Hepw. Lewis & B. J. Ertter  W. Hepw. Lewis, J. D. Dwyer, T. S. Elias & K. R. Robertson  W. Hepw. Lewis & R. L. Oliver  B. J. Ertter & W. H. Lewis  W. H. Lewis, J. D. Dwyer, T. S. Elias & K. R. Robertson  W. H. Lewis, N. Escobar, B. MacBryde, R. L. Oliver & J. E. Ridgway  W. H. Lewis, B. MacBryde & R. Solís  W. H. Lewis, J. D. Dwyer, T. S. Elias & R. Solís  W. H. Lewis, N. Escobar, B. MacBryde, R. L. Oliver & J. E. Ridgway  W. Hepw. Lewis, D. G. Burch, J. D. Dwyer & T. S. Elias  W. Hepw. Lewis, D. G. Burch, J. D. Dwyer, T. S. Elias, N. Escobar, R. L. Oliver & K. R. Robertson  W. Hepw. Lewis, D. M. Porter, L. H. Durkee & R. K. Baker  W. Hepw. Lewis, W. H. Blackwell, J. L. Hawker, J. W. Nowicke, R. L. Oliver, J. E. Ridgway, A. G. M. W. A. Robyns & S. E. Verhoek-Williams  W. Hepw. Lewis, J. W. Nowicke, J. E. Ridgway, A. G. M. W. A. Robyns, S. E. Verhoek-Williams & A. V. Zaborowski  W. Hepw. Lewis, T. B. Croat & J. L. Hawker  W. H. Lewis, J. W. Nowicke, R. L. Oliver, A. G. Robyns, & S. E. Verhoek  J. J. Doyle, W. Hepw. Lewis & D. B. Snyder  R. L. Dressler & W. H. Lewis  W. H. Lewis, D. M. Porter, L. H. Durkee, M. R. Crosby, & R. K. Baker  W. H. Lewis, J. L. Hawker, R. L. Oliver, A. G. Robyns, & S. E. Verhoek  J. A. Duke & W. Hepw. Lewis","Terrell & W. H. Lewis  W. H. Lewis & Ertter  W. H. Lewis & R. L. Oliver  Ertter & W. H. Lewis  J. J. Doyle, W. H. Lewis & D. B. Snyder",,,,Search for specimens collected by W. Hepw. Lewis,"[no date] (1),  1950 (1),  1951 (116),  1962 (28),  1968 (1)",,1930,,,,,2020,,
"Liese, A.",,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f18e5385-74f7-4e13-be51-376aad123844,,,,A. Liese,"Liese, A.",,Panama,,Spermatophytes,,,,"H. W. Churchill, A. Liese & H. Hernandez",,,,,,,,1984,,,,,,,
"Liesner, Ronald L.",,"[author note: F, MO; Neotropical floristics] [collector note: BRH, MO (orig.), NY, VEN]",109586 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/09990d05-2606-492d-b0ac-70d9dc9408ab,Ron L. Liesner,Liesner,Liesner,R. L. Liesner,"Liesner, Ronald L.",United States of America,"Belize, Colombia, Costa Rica, Honduras, Panama, United States of America, Venezuela",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY","Index Herbariorum, ed. 8",,"R. L. Liesner & M. Guariglia P.  J. A. Steyermark & R. L. Liesner  R. L. Liesner & C. Brewer  R. L. Liesner, A. González, R. C. Wingfield & C. L. Burandt, Jr.  J. D. Dwyer & R. L. Liesner  R. L. Liesner & A. González  J. A. Steyermark, R. L. Liesner & B. K. Holst  R. L. Liesner & B. Stannard  R. L. Liesner et al.  R. L. Liesner & G. Carnevali F.-C.  J. A. Steyermark, C. Brewer-Carias & R. L. Liesner  F. Delascio C. & R. L. Liesner  J. A. Steyermark, R. L. Liesner & B. G. Stergios D.  J. A. Steyermark, R. L. Liesner & A. González  R. L. Liesner, E. J. Judziewicz, J. Gómez-Laurito, B. Pérez G. & A. Carvajal S.  J. A. Steyermark, R. L. Liesner & F. Delascio C.  R. L. Liesner & R. Kral  R. L. Liesner & J. A. Steyermark  R. L. Liesner & J. Hall  R. L. Liesner & E. J. Judziewicz  R. L. Liesner, A. González & R. C. Wingfield  R. L. Liesner & Howard L. Clark  R. L. Liesner, E. J. Judziewicz & B. Perez G.  B. K. Holst & R. L. Liesner  R. L. Liesner & F. Delascio C.  L. D. Gómez P., R. L. Liesner & E. J. Judziewicz  R. L. Liesner & V. A. Funk  W. C. Burger & R. L. Liesner  R. L. Liesner & B. K. Holst  J. A. Steyermark, R. L. Liesner & V. Carreño Espinoza  R. L. Liesner & J. D. Dwyer  R. L. Liesner & D. Bell  J. A. Steyermark, R. L. Liesner, C. Sobrevila, D. Fernández & A. B. Hernández  R. L. Liesner, A. González & R. F. Smith  G. S. Bunting, R. L. Liesner, A. J. Rosario & R. A. Leon  R. Liesner, A. González, B. Stergios, & G. Aymard  G. Carnevali, R. L. Liesner & G. Santana  R. L. Liesner, A. Gonzalez & B. Stergios",,1944,,,Search for specimens collected by R. L. Liesner,"1973 (33),  1984 (3),  1985 (3),  1988 (2)",,,,,,,,,
"Little, Elbert Luther",,[author note: Herbarium and types: US. New World trees; gymnosperms] [collector note: US; widely distributed] Example of Name Published: Persea borbonia var. pubescens (Pursh) Little in Phytologia 42(3): 219 (1979),130520 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4a039e5a-e839-45ea-9e77-a03fe4e9517c,"Elbert Luther Little; Little; Elbert Luther Little, Jr.",Little,Little,E. L. Little,"Little, Elbert Luther",United States of America,"Colombia, Costa Rica, Ecuador, Guyana, Mexico, Panama, United States of America, Venezuela",Bryophytes; Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors I-L,,"E. L. Little, Jr. & D. S. Correll  E. L. Little, Jr., A. T. Ortega U., A. Samaniego V & F. A. Vivar C.  E. L. Little, Jr., R. R. Little & E. E. Olmstead  E. L. Little, Jr. & R. R. Little  E. L. Little, Jr. & R. G. Dixon  E. L. Little, Jr. & C. H. Dodson  F. W. Pennell & E. L. Little  D. S. Correll & E. L. Little, Jr.  E. L. Little & C. E. Olmsted  E. L. Little & L. N. Goodding",Little & K. W. Dorman  E. L. Little & C. E. Olmsted,1907,2004,,Search for specimens collected by E. L. Little,"1907 (1),  1930 (34),  1931 (1),  1936 (38),  1937 (2),  1938 (2),  1939 (2),  1943 (6),  1944 (5),  1945 (2),  1950 (16),  1951 (26),  1952 (4),  1954 (6),  1956 (68),  1961 (8),  1963 (1),  1964 (42),  1966 (4),  1967 (29),  1968 (7),  1984 (8)",,,,,,,,,
